identified_name,identified_rank,difference,accepted_name,accepted_rank,max_ma,min_ma,family,genus,lng,lat,primary_reference
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Lagonimico conclucatus,species,NA,Lagonimico conclucatus,species,13.8,11.8,Cebidae,Lagonimico,-74.577782,3.660278,"R. F. Kay. 1994. ""Giant"" tamarin from the Miocene of Colombia. American Journal of Physical Anthropology 95(3):333-353"
Nuciruptor rubricae,species,NA,Nuciruptor rubricae,species,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.316667,"D. J. Meldrum and R. F. Kay. 1997. Nuciruptor rubricae, a new pitheciin seed predator from the Miocene of Colombia. American Journal of Physical Anthropology 102(3):407-427"
Nuciruptor rubricae,species,NA,Nuciruptor rubricae,species,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.316667,"D. J. Meldrum and R. F. Kay. 1997. Nuciruptor rubricae, a new pitheciin seed predator from the Miocene of Colombia. American Journal of Physical Anthropology 102(3):407-427"
Nuciruptor rubricae,species,NA,Nuciruptor rubricae,species,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.316667,"D. J. Meldrum and R. F. Kay. 1997. Nuciruptor rubricae, a new pitheciin seed predator from the Miocene of Colombia. American Journal of Physical Anthropology 102(3):407-427"
Nuciruptor rubricae,species,NA,Nuciruptor rubricae,species,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.316667,"D. J. Meldrum and R. F. Kay. 1997. Nuciruptor rubricae, a new pitheciin seed predator from the Miocene of Colombia. American Journal of Physical Anthropology 102(3):407-427"
Nuciruptor rubricae,species,NA,Nuciruptor rubricae,species,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.316667,"D. J. Meldrum and R. F. Kay. 1997. Nuciruptor rubricae, a new pitheciin seed predator from the Miocene of Colombia. American Journal of Physical Anthropology 102(3):407-427"
Nuciruptor rubricae,species,NA,Nuciruptor rubricae,species,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.316667,"D. J. Meldrum and R. F. Kay. 1997. Nuciruptor rubricae, a new pitheciin seed predator from the Miocene of Colombia. American Journal of Physical Anthropology 102(3):407-427"
Nuciruptor rubricae,species,NA,Nuciruptor rubricae,species,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.316667,"D. J. Meldrum and R. F. Kay. 1997. Nuciruptor rubricae, a new pitheciin seed predator from the Miocene of Colombia. American Journal of Physical Anthropology 102(3):407-427"
Nuciruptor rubricae,species,NA,Nuciruptor rubricae,species,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.316667,"D. J. Meldrum and R. F. Kay. 1997. Nuciruptor rubricae, a new pitheciin seed predator from the Miocene of Colombia. American Journal of Physical Anthropology 102(3):407-427"
Nuciruptor rubricae,species,NA,Nuciruptor rubricae,species,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.316667,"D. J. Meldrum and R. F. Kay. 1997. Nuciruptor rubricae, a new pitheciin seed predator from the Miocene of Colombia. American Journal of Physical Anthropology 102(3):407-427"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Saimiri,genus,NA,Saimiri,genus,17.5,16.3,Cebidae,Saimiri,-71.366669,-12.866667,"L. Marivaux, R. Salas-Gismondi, and J. Tejada, G. Billet, M. Louterbach, JVink, J. Bailleul, M. Roddaz, PO Antoine. 2012. A platyrrhine talus from the early Miocene of Peru (Amazonian Madre de Dios Sub-Andean Zone). Journal of Human Evolution 63:696-703"
Patasola magdalenae,species,NA,Patasola magdalenae,species,13.8,11.8,Cebidae,Patasola,-75.133331,3.3,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Patasola magdalenae,species,NA,Patasola magdalenae,species,13.8,11.8,Cebidae,Patasola,-75.133331,3.3,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Patasola magdalenae,species,NA,Patasola magdalenae,species,13.8,11.8,Cebidae,Patasola,-75.133331,3.3,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Patasola magdalenae,species,NA,Patasola magdalenae,species,13.8,11.8,Cebidae,Patasola,-75.133331,3.3,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Patasola magdalenae,species,NA,Patasola magdalenae,species,13.8,11.8,Cebidae,Patasola,-75.133331,3.3,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Patasola magdalenae,species,NA,Patasola magdalenae,species,13.8,11.8,Cebidae,Patasola,-75.133331,3.3,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Patasola magdalenae,species,NA,Patasola magdalenae,species,13.8,11.8,Cebidae,Patasola,-75.133331,3.3,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Patasola magdalenae,species,NA,Patasola magdalenae,species,13.8,11.8,Cebidae,Patasola,-75.133331,3.3,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Patasola magdalenae,species,NA,Patasola magdalenae,species,13.8,11.8,Cebidae,Patasola,-75.133331,3.3,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Patasola magdalenae,species,NA,Patasola magdalenae,species,13.8,11.8,Cebidae,Patasola,-75.133331,3.3,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Neosaimiri fieldsi,species,NA,Neosaimiri fieldsi,species,13.8,11.8,Cebidae,Saimiri,-75.1875,3.258333,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Neosaimiri fieldsi,species,NA,Neosaimiri fieldsi,species,13.8,11.8,Cebidae,Saimiri,-75.1875,3.258333,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Neosaimiri fieldsi,species,NA,Neosaimiri fieldsi,species,13.8,11.8,Cebidae,Saimiri,-75.1875,3.258333,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Neosaimiri fieldsi,species,NA,Neosaimiri fieldsi,species,13.8,11.8,Cebidae,Saimiri,-75.1875,3.258333,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Neosaimiri fieldsi,species,NA,Neosaimiri fieldsi,species,13.8,11.8,Cebidae,Saimiri,-75.1875,3.258333,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Neosaimiri fieldsi,species,NA,Neosaimiri fieldsi,species,13.8,11.8,Cebidae,Saimiri,-75.1875,3.258333,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Neosaimiri fieldsi,species,NA,Neosaimiri fieldsi,species,13.8,11.8,Cebidae,Saimiri,-75.1875,3.258333,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Neosaimiri fieldsi,species,NA,Neosaimiri fieldsi,species,13.8,11.8,Cebidae,Saimiri,-75.1875,3.258333,"R. F. Kay and D. J. Meldrum. 1997. A new small platyrrhine and the phyletic position of Callitrichinae.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), A new small platyrrhine and the phyletic position of Callitrichinae. Smithsonian Institution Press."
Nuciruptor,genus,NA,Nuciruptor,genus,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.3,"D. J. Meldrum and R. F. Kay. 1997. Postcranial skeleton of Laventan Platyrrhines.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), Vertebrate Paleontology in the Neotropics. The Miocene fauna of La Venta, Colombia. Smithsonian Institution Press."
Nuciruptor,genus,NA,Nuciruptor,genus,13.8,11.8,Pitheciidae,Nuciruptor,-75.133331,3.3,"D. J. Meldrum and R. F. Kay. 1997. Postcranial skeleton of Laventan Platyrrhines.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), Vertebrate Paleontology in the Neotropics. The Miocene fauna of La Venta, Colombia. Smithsonian Institution Press."
Neosaimiri annectens,species,NA,Neosaimiri annectens,species,13.8,11.8,Cebidae,Saimiri,-75.183334,3.233333,"D. J. Meldrum and R. F. Kay. 1997. Postcranial skeleton of Laventan Platyrrhines.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), Vertebrate Paleontology in the Neotropics. The Miocene fauna of La Venta, Colombia. Smithsonian Institution Press."
Miocallicebus villaviejai,species,NA,Miocallicebus villaviejai,species,13.8,11.8,Pitheciidae,Miocallicebus,-75.194443,3.281389,"M. Takai, F. Anaya, and H. Suzuki, N. Shigehara, T. Setoguchi. 2001. A new Platyrrhine from the Middle Miocene of La Venta, Colombia, and the phyletic position of Callicebinae. Anthropological Science 109(4):289-307"
