specimen_no,is_type,accepted_name,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
3417,holotype,Pronothodectes gaoi,50861,61.7,56.8,1537,-113.76667,52.349998,CA,Alberta,,stated in text,minutes,small collection,"SE of Blackfalds, 8 km northeast of Red Deer (Fox 1988) or ""NE1/4, S13–S14, T39, R27, W4"" (Scott 2010)\ncoordinate based on Blackfalds\n"
3418,,Pronothodectes gaoi,50861,61.7,56.8,1537,-113.76667,52.349998,CA,Alberta,,stated in text,minutes,small collection,"SE of Blackfalds, 8 km northeast of Red Deer (Fox 1988) or ""NE1/4, S13–S14, T39, R27, W4"" (Scott 2010)\ncoordinate based on Blackfalds\n"
3419,holotype,Pronothodectes jepi,50863,63.3,61.7,1634,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
3420,,Pronothodectes jepi,50863,,,3716,,,,,,,,,
3421,,Pronothodectes matthewi,50864,63.3,61.7,1634,-109.800003,45.799999,US,Montana,Sweetgrass,based on political unit,1,small collection,Crazy Mountain Basin
3422,,Pronothodectes matthewi,50864,,,8850,,,,,,,,,
3607,,Pseudotetonius ambiguus,52188,,,1123,,,,,,,,,
3629,holotype,Purgatorius,40704,,,3488,,,,,,,,,
3630,,Purgatorius unio,51270,66,63.3,3488,-106.099998,47.799999,US,Montana,McCone,based on political unit,1,small collection,
3690,,Saxonella naylori,51402,,,1539,,,,,,,,,
3766,,Shoshonius bowni,51542,50.3,46.2,1932,-108.699997,43.700001,US,Wyoming,Hot Springs,based on political unit,1,small collection,
3767,,Shoshonius cooperi,51543,50.3,46.2,3353,-107.333336,43.200001,US,Wyoming,Natrona,stated in text,minutes,outcrop,"near Alkali Creek in Sec. 6, T.37N., R.87W. (basis of coordinate)"
3768,holotype,Washakius insignis,52699,,,3353,,,,,,,,,
3831,,Smilodectes gracilis,47166,,,3596,,,,,,,,,
3832,holotype,Smilodectes gracilis,47166,50.3,46.2,1638,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,outcrop,
3833,,Smilodectes mcgrewi,51610,,,2526,,,,,,,,,
3834,holotype,Smilodectes mcgrewi,51610,50.3,46.2,1638,-110.325279,41.769169,US,Wyoming,Lincoln,based on nearby landmark,seconds,small collection,"""standing bodies of water"" in fluvial sediments"
3835,,Smilodectes mcgrewi,51610,50.3,46.2,1638,-110.325279,41.769169,US,Wyoming,Lincoln,based on nearby landmark,seconds,small collection,"""standing bodies of water"" in fluvial sediments"
3836,,Smilodectes mcgrewi,51610,50.3,46.2,1638,-105.099998,37.799999,US,Colorado,Huerfano,based on political unit,1,small collection," ""a small tributary arroyo to the arroyo that runs near the Roman Catholic Church in Gardner; in NW1/4 Sec. 12, T26S, R70W"""
3837,,Smilodectes mcgrewi,51610,,,1737,,,,,,,,,
3838,holotype,Smilodectes sororis,51611,50.3,46.2,7526,-108.912781,42.369999,US,Wyoming,Fremont,based on nearby landmark,seconds,local area,"although South Pass is within Fremont Co., some localities also may be in Sublette and/or Sweetwater counties"
3894,holotype,Sphacorhysis burntforkensis,51729,50.3,46.2,1732,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,small collection,
3911,holotype,Steinius vespertinus,49322,,,1122,,,,,,,,,
3924,,Stockia powayensis,51820,,,1613,,,,,,,,,
3929,,Strigorhysis bridgerensis,51826,,,1123,,,,,,,,,
3930,holotype,Strigorhysis huerfanensis,51827,,,1123,,,,,,,,,
4020,holotype,Tarka stylifera,52078,,,2537,,,,,,,,,
4021,,Tarka stylifera,52078,46.2,40.4,2537,-108.199997,43.200001,US,Wyoming,Fremont,based on political unit,1,small collection,NE of Dubois
4022,holotype,Tarkadectes montanensis,52080,,,2537,,,,,,,,,
4033,,Teilhardina americana,52105,,,1123,,,,,,,,,
4034,,Teilhardina crassidens,52106,,,1123,,,,,,,,,
4035,holotype,Teilhardina demissa,52107,55.8,50.3,2959,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
4036,,Teilhardina tenuicula,52196,,,1123,,,,,,,,,
4055,,Tetonius matthewi,52191,,,1123,,,,,,,,,
4056,,Tetonius mckennai,52192,,,1123,,,,,,,,,
4111,,Tinimomys graybulliensis,52321,,,1120,,,,,,,,,
4112,,Tinimomys graybulliensis,52321,55.8,50.3,2963,-108,44,US,Wyoming,Washakie,based on political unit,1,,
4113,,Tinimomys graybulliensis,52321,,,2963,,,,,,,,,
4114,,Tinimomys graybulliensis,52321,,,1042,,,,,,,,,
4115,,Tinimomys graybulliensis,52321,55.8,50.3,2926,-106.599998,44,US,Wyoming,Johnson,based on political unit,1,small collection,"Powder River, Powder River Basin"
4127,,Torrejonia sirokyi,50458,61.7,56.8,1730,-109.159103,43.453602,US,Wyoming,Fremont,stated in text,4,outcrop,"NE 1/4 SE 1/4 sec 31 T6N R3W, northern Wind River Basin: MacIntyre 1966"
4128,,Torrejonia wilsoni,52403,,,1620,,,,,,,,,
4129,,Torrejonia wilsoni,52403,,,3739,,,,,,,,,
4165,holotype,Trogolemur amplior,52520,,,8850,,,,,,,,,
4166,,Trogolemur amplior,52520,,,1732,,,,,,,,,
4167,holotype,Trogolemur myodes,52522,50.3,46.2,1124,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,,
4168,,Trogolemur myodes,52522,50.3,46.2,1441,-114.099998,39,US,Nevada,White Pine,based on political unit,1,small collection,near Ely
4169,,Trogolemur myodes,52522,,,1732,,,,,,,,,
4187,,Anemorhysis,40798,,,1613,,,,,,,,,
4188,,Uintanius ameghini,49313,,,1613,,,,,,,,,
4189,,Uintanius ameghini,49313,50.3,46.2,1732,-110.5,41.200001,US,Wyoming,Uinta,based on political unit,1,small collection,county assignment uncertain
4190,,Uintanius rutherfurdi,47114,50.3,46.2,1732,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,small collection,
4191,,Uintanius ameghini,49313,,,1613,,,,,,,,,
4192,,Uintasorex montezumicus,52571,,,2074,,,,,,,,,
4193,holotype,Uintasorex parvulus,52572,,,3350,,,,,,,,,
4194,,Uintasorex parvulus,52572,,,1613,,,,,,,,,
4195,,Uintasorex parvulus,52572,50.3,46.2,3350,-109.349998,42.416668,US,Wyoming,Sublette,stated in text,minutes,small collection,
4196,,Uintasorex parvulus,52572,,,3350,,,,,,,,,
4197,,Uintasorex parvulus,52572,,,2923,,,,,,,,,
4198,,Uintasorex parvulus,52572,50.3,46.2,3350,-109.900002,40.200001,US,Utah,Uintah,based on political unit,1,small collection,2 mi SE of Powder Springs
4199,,Uintasorex parvulus,52572,,,1115,,,,,,,,,
4236,holotype,Utahia carina,52625,,,7527,,,,,,,,,
4237,holotype,Utahia kayi,52626,50.3,46.2,3353,-109.900002,40.200001,US,Utah,Uintah,based on political unit,1,small collection,2 mi SE of Powder Springs
4238,,Utahia kayi,52626,50.3,46.2,3353,-109.900002,40.200001,US,Utah,Uintah,based on political unit,1,small collection,2 mi SE of Powder Springs
4290,,Washakius insignis,52699,,,1613,,,,,,,,,
4291,,Washakius insignis,52699,,,2526,,,,,,,,,
4292,,Washakius insignis,52699,,,3596,,,,,,,,,
4293,,Washakius insignis,52699,,,1404,,,,,,,,,
4294,,Washakius insignis,52699,50.3,46.2,1285,-109.349998,42.416668,US,Wyoming,Sublette,stated in text,minutes,small collection,
4295,,Washakius insignis,52699,,,1732,,,,,,,,,
4296,,Washakius insignis,52699,,,7527,,,,,,,,,
4297,,Washakius izetti,52700,,,1932,,,,,,,,,
4298,,Washakius izetti,52700,50.3,46.2,1932,-105.099998,37.799999,US,Colorado,Huerfano,based on political unit,1,small collection," ""a small tributary arroyo to the arroyo that runs near the Roman Catholic Church in Gardner; in NW1/4 Sec. 12, T26S, R70W"""
4299,,Washakius izetti,52700,50.3,46.2,7527,-108.912781,42.369999,US,Wyoming,Fremont,based on nearby landmark,seconds,local area,"although South Pass is within Fremont Co., some localities also may be in Sublette and/or Sweetwater counties"
4300,,Washakius insignis,52699,50.3,46.2,1749,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Wapiti Valley
4301,,Washakius woodringi,52736,,,2233,,,,,,,,,
4314,,Yaquius travisi,52724,46.2,40.4,2452,-119,34.299999,US,California,Ventura,based on political unit,1,small collection,"""In a small exposure of red beds in a large canyon on the east side of the first canyon west of Tapo Canyon or 2.9 miles N. 39.5º E. of Santa Susana Bench Mark 961"" (Brattstrom 1955)"
4341,,Absarokius abbotti,44019,,,1123,,,,,,,,,
4342,,Absarokius abbotti,44019,,,1123,,,,,,,,,
4343,,Absarokius abbotti,44019,,,1123,,,,,,,,,
4344,,Absarokius abbotti,44019,,,1123,,,,,,,,,
4345,,Absarokius abbotti,44019,,,1123,,,,,,,,,
4346,,Absarokius metoecus,43691,,,1123,,,,,,,,,
4347,,Absarokius metoecus,43691,,,1123,,,,,,,,,
4348,,Absarokius metoecus,43691,,,1123,,,,,,,,,
4349,,Absarokius metoecus,43691,,,1123,,,,,,,,,
4350,,Absarokius metoecus,43691,,,1123,,,,,,,,,
4625,,Anaptomorphus westi,44026,,,1732,,,,,,,,,
4626,,Anaptomorphus westi,44026,,,1732,,,,,,,,,
4627,,Anaptomorphus westi,44026,,,1732,,,,,,,,,
4628,,Anaptomorphus westi,44026,,,1732,,,,,,,,,
4629,,Anaptomorphus westi,44026,,,1732,,,,,,,,,
4643,holotype,Anemorhysis pattersoni,44087,,,1123,,,,,,,,,
4644,holotype,Anemorhysis pattersoni,44087,,,1123,,,,,,,,,
4645,holotype,Anemorhysis pattersoni,44087,,,1123,,,,,,,,,
4646,holotype,Anemorhysis pattersoni,44087,,,1123,,,,,,,,,
4647,holotype,Anemorhysis pattersoni,44087,,,1123,,,,,,,,,
4784,,Arctodontomys wilsoni,48565,55.8,50.3,1728,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
4785,,Arctodontomys wilsoni,48565,55.8,50.3,1728,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
4786,,Arctodontomys wilsoni,48565,55.8,50.3,1728,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
4787,,Arctodontomys wilsoni,48565,55.8,50.3,1728,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
4788,,Arctodontomys wilsoni,48565,55.8,50.3,1728,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
5161,,Cantius abditus,50080,,,1733,,,,,,,,,
5162,,Cantius abditus,50080,,,1733,,,,,,,,,
5163,,Cantius abditus,50080,,,1733,,,,,,,,,
5164,,Cantius abditus,50080,,,1733,,,,,,,,,
5165,,Cantius abditus,50080,,,2977,,,,,,,,,
5166,,Cantius abditus,50080,,,2977,,,,,,,,,
5167,,Cantius abditus,50080,,,2977,,,,,,,,,
5168,,Cantius frugivorus,50083,55.8,50.3,1036,-107,35.700001,US,New Mexico,Sandoval,based on political unit,1,small collection,
5169,,Cantius frugivorus,50083,55.8,50.3,1036,-107,35.700001,US,New Mexico,Sandoval,based on political unit,1,small collection,
5170,,Cantius frugivorus,50083,55.8,50.3,1036,-107,35.700001,US,New Mexico,Sandoval,based on political unit,1,small collection,
5171,,Cantius frugivorus,50083,55.8,50.3,1036,-107,35.700001,US,New Mexico,Sandoval,based on political unit,1,small collection,
5172,,Cantius frugivorus,50083,55.8,50.3,1036,-107,35.700001,US,New Mexico,Sandoval,based on political unit,1,small collection,
5173,,Cantius nunienus,50086,,,7526,,,,,,,,,
5174,,Cantius nunienus,50086,,,7526,,,,,,,,,
5175,,Cantius nunienus,50086,,,7526,,,,,,,,,
5176,,Cantius nunienus,50086,,,7526,,,,,,,,,
5177,,Cantius nunienus,50086,,,7526,,,,,,,,,
5178,,Cantius nunienus,50086,,,7526,,,,,,,,,
5179,,Cantius nunienus,50086,,,7526,,,,,,,,,
5180,,Cantius nunienus,50086,,,7526,,,,,,,,,
5181,,Cantius nunienus,50086,,,7526,,,,,,,,,
5182,,Cantius nunienus,50086,,,7526,,,,,,,,,
5183,holotype,Cantius torresi,44901,,,1663,,,,,,,,,
5184,holotype,Cantius torresi,44901,,,1663,,,,,,,,,
5185,holotype,Cantius torresi,44901,,,1663,,,,,,,,,
5186,holotype,Cantius torresi,44901,,,1663,,,,,,,,,
5187,holotype,Cantius torresi,44901,,,1663,,,,,,,,,
5227,,Carpodaptes cygneus,44947,61.7,56.8,7175,-115.4627,54.801998,CA,Alberta,,stated in text,3,small collection,"LSD 4, Sec 16, T 67, R 10, W of 5th meridian; S side of main road N from Swan Hills town; this part (3) is on the N side, across a swampy area"
5228,,Carpodaptes cygneus,44947,61.7,56.8,7175,-115.4627,54.801998,CA,Alberta,,stated in text,3,small collection,"LSD 4, Sec 16, T 67, R 10, W of 5th meridian; S side of main road N from Swan Hills town; this part (3) is on the N side, across a swampy area"
5229,,Carpodaptes cygneus,44947,61.7,56.8,7175,-115.4627,54.801998,CA,Alberta,,stated in text,3,small collection,"LSD 4, Sec 16, T 67, R 10, W of 5th meridian; S side of main road N from Swan Hills town; this part (3) is on the N side, across a swampy area"
5230,,Carpodaptes stonleyi,44945,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
5231,,Carpodaptes stonleyi,44945,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
5232,,Carpodaptes stonleyi,44945,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
5233,,Carpodaptes stonleyi,44945,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
5234,,Carpolestes dubius,44948,,,8850,,,,,,,,,
5235,,Carpolestes dubius,44948,,,8850,,,,,,,,,
5236,,Carpolestes dubius,44948,,,8850,,,,,,,,,
5237,,Carpolestes dubius,44948,,,8850,,,,,,,,,
5238,,Carpolestes simpsoni,44951,56.8,55.8,1099,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
5239,,Carpolestes simpsoni,44951,56.8,55.8,1099,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
5240,,Carpolestes simpsoni,44951,56.8,55.8,1099,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
5241,,Carpolestes simpsoni,44951,56.8,55.8,1099,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
5242,,Carpodaptes jepseni,44942,58.7,55.8,3870,-108.301559,44.65723,US,Wyoming,Big Horn,estimated from map,5,small collection,"North Emblem Reservoir Quadrangle, 54N, 95W, Sect. 16"
5243,,Carpodaptes jepseni,44942,58.7,55.8,3870,-108.301559,44.65723,US,Wyoming,Big Horn,estimated from map,5,small collection,"North Emblem Reservoir Quadrangle, 54N, 95W, Sect. 16"
5244,,Carpodaptes jepseni,44942,58.7,55.8,3870,-108.301559,44.65723,US,Wyoming,Big Horn,estimated from map,5,small collection,"North Emblem Reservoir Quadrangle, 54N, 95W, Sect. 16"
5245,,Carpodaptes jepseni,44942,58.7,55.8,3870,-108.301559,44.65723,US,Wyoming,Big Horn,estimated from map,5,small collection,"North Emblem Reservoir Quadrangle, 54N, 95W, Sect. 16"
5307,,Chiromyoides caesor,45057,,,3716,,,,,,,,,
5308,,Chiromyoides caesor,45057,,,3716,,,,,,,,,
5309,,Chiromyoides caesor,45057,,,3716,,,,,,,,,
5310,,Chiromyoides caesor,45057,,,3716,,,,,,,,,
5440,,Copelemur australotutus,45235,,,7526,,,,,,,,,
5441,,Copelemur australotutus,45235,,,7526,,,,,,,,,
5442,,Copelemur australotutus,45235,,,7526,,,,,,,,,
5443,,Copelemur australotutus,45235,,,7526,,,,,,,,,
5444,,Copelemur australotutus,45235,,,7526,,,,,,,,,
5445,,Cantius frugivorus,50083,55.8,50.3,1675,-108.199997,43.200001,US,Wyoming,Fremont,based on political unit,1,,Wind River Basin
5446,,Cantius frugivorus,50083,55.8,50.3,1675,-108.199997,43.200001,US,Wyoming,Fremont,based on political unit,1,,Wind River Basin
5447,,Cantius frugivorus,50083,55.8,50.3,1675,-108.199997,43.200001,US,Wyoming,Fremont,based on political unit,1,,Wind River Basin
5448,,Cantius frugivorus,50083,55.8,50.3,1675,-108.199997,43.200001,US,Wyoming,Fremont,based on political unit,1,,Wind River Basin
5449,,Cantius frugivorus,50083,55.8,50.3,1675,-108.199997,43.200001,US,Wyoming,Fremont,based on political unit,1,,Wind River Basin
5450,,Copelemur praetutus,50087,,,7526,,,,,,,,,
5451,,Copelemur praetutus,50087,,,7526,,,,,,,,,
5452,,Copelemur praetutus,50087,,,7526,,,,,,,,,
5453,,Copelemur praetutus,50087,,,7526,,,,,,,,,
5454,,Copelemur praetutus,50087,,,7526,,,,,,,,,
5548,holotype,Craseops sylvestris,45345,46.2,40.4,1730,-119,34.299999,US,California,Ventura,based on political unit,1,small collection,"""In a small exposure of red beds in a large canyon on the east side of the first canyon west of Tapo Canyon or 2.9 miles N. 39.5º E. of Santa Susana Bench Mark 961"" (Brattstrom 1955)"
5549,holotype,Craseops sylvestris,45345,46.2,40.4,1730,-119,34.299999,US,California,Ventura,based on political unit,1,small collection,"""In a small exposure of red beds in a large canyon on the east side of the first canyon west of Tapo Canyon or 2.9 miles N. 39.5º E. of Santa Susana Bench Mark 961"" (Brattstrom 1955)"
5550,holotype,Craseops sylvestris,45345,46.2,40.4,1730,-119,34.299999,US,California,Ventura,based on political unit,1,small collection,"""In a small exposure of red beds in a large canyon on the east side of the first canyon west of Tapo Canyon or 2.9 miles N. 39.5º E. of Santa Susana Bench Mark 961"" (Brattstrom 1955)"
5551,holotype,Craseops sylvestris,45345,46.2,40.4,1730,-119,34.299999,US,California,Ventura,based on political unit,1,small collection,"""In a small exposure of red beds in a large canyon on the east side of the first canyon west of Tapo Canyon or 2.9 miles N. 39.5º E. of Santa Susana Bench Mark 961"" (Brattstrom 1955)"
5552,holotype,Craseops sylvestris,45345,46.2,40.4,1730,-119,34.299999,US,California,Ventura,based on political unit,1,small collection,"""In a small exposure of red beds in a large canyon on the east side of the first canyon west of Tapo Canyon or 2.9 miles N. 39.5º E. of Santa Susana Bench Mark 961"" (Brattstrom 1955)"
5984,,Dyseolemur pacificus,45954,46.2,40.4,2836,-117.300003,33.220001,US,California,San Diego,based on political unit,2,small collection,Oceanside
5985,,Dyseolemur pacificus,45954,46.2,40.4,2836,-117.300003,33.220001,US,California,San Diego,based on political unit,2,small collection,Oceanside
5986,,Dyseolemur pacificus,45954,46.2,40.4,2836,-117.300003,33.220001,US,California,San Diego,based on political unit,2,small collection,Oceanside
6120,,Elphidotarsius russelli,46064,61.7,56.8,3871,-114.433334,51.183334,CA,Alberta,,stated in text,minutes,outcrop,"0.5 km E of Cochrane, Bow River in SE 1/4 sec 1 T26 R4 W5\n""fossils occur intermittently along about 30 m of strike"" (Fox 2011)"
6121,,Elphidotarsius russelli,46064,61.7,56.8,3871,-114.433334,51.183334,CA,Alberta,,stated in text,minutes,outcrop,"0.5 km E of Cochrane, Bow River in SE 1/4 sec 1 T26 R4 W5\n""fossils occur intermittently along about 30 m of strike"" (Fox 2011)"
6122,,Elphidotarsius russelli,46064,61.7,56.8,3871,-114.433334,51.183334,CA,Alberta,,stated in text,minutes,outcrop,"0.5 km E of Cochrane, Bow River in SE 1/4 sec 1 T26 R4 W5\n""fossils occur intermittently along about 30 m of strike"" (Fox 2011)"
6123,,Elphidotarsius russelli,46064,61.7,56.8,3871,-114.433334,51.183334,CA,Alberta,,stated in text,minutes,outcrop,"0.5 km E of Cochrane, Bow River in SE 1/4 sec 1 T26 R4 W5\n""fossils occur intermittently along about 30 m of strike"" (Fox 2011)"
6124,holotype,Elphidotarsius wightoni,46066,,,1530,,,,,,,,,
6125,holotype,Elphidotarsius wightoni,46066,,,1530,,,,,,,,,
6126,holotype,Elphidotarsius wightoni,46066,,,1530,,,,,,,,,
6127,holotype,Elphidotarsius wightoni,46066,,,1530,,,,,,,,,
6526,,Microsyops speirianus,47187,55.8,50.3,2929,-106.599998,44,US,Wyoming,Johnson,based on political unit,1,small collection,"Powder River, Powder River Basin"
6527,,Microsyops speirianus,47187,55.8,50.3,2929,-106.599998,44,US,Wyoming,Johnson,based on political unit,1,small collection,"Powder River, Powder River Basin"
6528,,Microsyops speirianus,47187,55.8,50.3,2929,-106.599998,44,US,Wyoming,Johnson,based on political unit,1,small collection,"Powder River, Powder River Basin"
6529,,Microsyops speirianus,47187,55.8,50.3,2929,-106.599998,44,US,Wyoming,Johnson,based on political unit,1,small collection,"Powder River, Powder River Basin"
6530,,Microsyops speirianus,47187,55.8,50.3,2929,-106.599998,44,US,Wyoming,Johnson,based on political unit,1,small collection,"Powder River, Powder River Basin"
6575,,Hemiacodon gracilis,46847,,,1732,,,,,,,,,
6576,,Hemiacodon gracilis,46847,,,1732,,,,,,,,,
6577,,Hemiacodon gracilis,46847,,,1732,,,,,,,,,
6578,,Hemiacodon gracilis,46847,,,1732,,,,,,,,,
6579,,Hemiacodon gracilis,46847,,,1732,,,,,,,,,
6580,holotype,Macrotarsius jepseni,46848,,,2923,,,,,,,,,
6581,holotype,Macrotarsius jepseni,46848,,,2923,,,,,,,,,
6582,holotype,Macrotarsius jepseni,46848,,,2923,,,,,,,,,
6640,holotype,Cantius actius,46924,46.2,40.4,1733,-117.099998,32.900002,US,California,San Diego,based on political unit,1,small collection,
6641,holotype,Cantius actius,46924,46.2,40.4,1733,-117.099998,32.900002,US,California,San Diego,based on political unit,1,small collection,
6642,holotype,Cantius actius,46924,46.2,40.4,1733,-117.099998,32.900002,US,California,San Diego,based on political unit,1,small collection,
6643,holotype,Cantius actius,46924,46.2,40.4,1733,-117.099998,32.900002,US,California,San Diego,based on political unit,1,small collection,
